"id","fecha_creacion","desde","hasta","motivo","adjunto","comentarios","empleado_id","tipo_permiso_id","id_estado_vb","id_jefe_vb","fecha_vb","id_estado_aprobacion","id_jefe_aprobacion","fecha_aprobacion","created_at","updated_at"
"120","22/1/2026","26/1/2026 07:30:00","26/1/2026 00:00:00","ASUETO 25 DE DICIEMBRE ","permisos/adjuntos/doc03128220260122132406.pdf",,"34","2",,,,,,,"22/1/2026 20:00:11","22/1/2026 20:00:11"
"121","22/1/2026","16/1/2026 05:00:00","16/1/2026 07:30:00","ASUNTOS PERSONALES ","permisos/adjuntos/doc03128320260122132426.pdf",,"57","1",,,,,,,"22/1/2026 20:01:33","22/1/2026 20:01:33"
"122","22/1/2026","19/1/2026 05:30:00","19/1/2026 07:30:00","ASUNTOS PERSONALES","permisos/adjuntos/doc03128420260122132445.pdf",,"8","1",,,,,,,"22/1/2026 20:06:42","22/1/2026 20:06:42"
"123","22/1/2026","15/1/2026 18:00:00","15/1/2026 22:11:00","ASUNTOS PERSONALES","permisos/adjuntos/doc03128520260122132505.pdf",,"55","1",,,,,,,"22/1/2026 20:21:54","22/1/2026 20:21:54"
"124","22/1/2026","28/1/2026 18:00:00","28/1/2026 23:59:00","ASUNTOS PERSONALES","permisos/adjuntos/doc03128620260122132524.pdf",,"39","1","3","162","11/2/2026 16:46:29","3","162","11/2/2026 16:46:29","22/1/2026 20:23:34","11/2/2026 16:46:29"
"125","22/1/2026","29/1/2026 00:00:00","6/2/2026 07:30:00","VACACIONES DE DICIEMBRE","permisos/adjuntos/doc03128720260122132546.pdf",,"39","2",,,,,,,"22/1/2026 20:25:20","22/1/2026 20:25:20"
"126","22/1/2026","20/1/2026 05:30:00","20/2/2026 07:30:00","ASUNTOS PERSONALES","permisos/adjuntos/doc03128820260122132606.pdf",,"62","1",,,,,,,"22/1/2026 20:29:12","22/1/2026 20:29:12"
"127","22/1/2026","16/1/2026 16:00:00","16/2/2026 18:00:00","ASUNTOS PERSONALES","permisos/adjuntos/doc03128920260122132624.pdf",,"94","1",,,,,,,"22/1/2026 20:32:02","22/1/2026 20:32:02"
"128","22/1/2026","5/1/2026 07:30:00","14/2/2026 00:00:00","VACACIONES DE DICIEMBRE","permisos/adjuntos/doc03129020260122132645.pdf",,"77","2",,,,,,,"22/1/2026 20:35:10","22/1/2026 20:35:10"
"129","22/1/2026","15/1/2026 00:00:00","15/2/2026 07:30:00","ASUNTOS PERSONALES","permisos/adjuntos/doc03129120260122132710.pdf",,"77","1",,,,,,,"22/1/2026 20:36:24","22/1/2026 20:36:24"
"130","22/1/2026","4/1/2026 07:30:00","4/1/2026 18:00:00","ASUETO 27 DICIEMBRE 2025","permisos/adjuntos/doc03129220260122132731.pdf",,"104","2","3","162","25/2/2026 14:29:38","3","162","25/2/2026 14:29:38","22/1/2026 20:42:08","25/2/2026 14:29:38"
"131","22/1/2026","23/1/2026 07:30:00","23/2/2026 14:30:00","ASUETO 2 DE NOVIEMBRE 2025","permisos/adjuntos/doc03129320260122132753.pdf",,"48","2",,,,,,,"22/1/2026 20:44:54","22/1/2026 20:44:54"
"132","22/1/2026","23/1/2026 14:30:00","23/2/2026 18:00:00","ASUNTOS PERSONALES","permisos/adjuntos/doc03129420260122132814.pdf",,"48","1",,,,,,,"22/1/2026 20:45:58","22/1/2026 20:45:58"
"133","22/1/2026","18/1/2026 05:00:00","18/2/2026 07:30:00","ASUNTOS P","permisos/adjuntos/doc03129520260122132833.pdf",,"101","1",,,,,,,"22/1/2026 20:50:25","22/1/2026 20:50:25"
"134","22/1/2026","4/1/2026 18:00:00","4/2/2026 00:00:00","ASUNTOS PERSONALES","permisos/adjuntos/doc03129620260122132852.pdf",,"45","1",,,,,,,"22/1/2026 20:52:54","22/1/2026 20:52:54"
"135","22/1/2026","5/1/2026 00:00:00","13/2/2026 07:30:00","VACACIONES DE DICIEMBRE","permisos/adjuntos/doc03129720260122132911.pdf",,"45","2",,,,,,,"22/1/2026 20:54:30","22/1/2026 20:54:30"
"136","22/1/2026","17/1/2026 07:30:00","17/2/2026 18:00:00","ASUETO 2 DE NOVIEMBRE 2025","permisos/adjuntos/doc03129820260122132933.pdf",,"82","2",,,,,,,"22/1/2026 20:58:54","22/1/2026 20:58:54"
"137","22/1/2026","17/1/2026 14:30:00","17/2/2026 18:00:00","REUNION PADRE DE FAMILIA","permisos/adjuntos/doc03129920260122132958.pdf",,"77","1",,,,,,,"22/1/2026 21:03:47","22/1/2026 21:03:47"
"138","22/1/2026","19/1/2026 07:30:00","19/2/2026 18:00:00","ANEXA COPIA DUI ","permisos/adjuntos/doc03130020260122133022.pdf",,"45","3",,,,,,,"22/1/2026 21:10:01","22/1/2026 21:10:01"
"139","22/1/2026","21/1/2026 07:30:00","22/2/2026 07:30:00","OFICIALIA 17 Y 18 /1/26 SUBDIRECCION SEGURIDAD PUBLICA","permisos/adjuntos/doc03130120260122133042.pdf",,"26","2",,,,,,,"22/1/2026 21:12:53","22/1/2026 21:12:53"
"140","23/1/2026","20/1/2026 08:00:00","20/1/2026 16:00:00","por haber laborado 31/12/25","permisos/adjuntos/doc03130220260122133104.pdf",,"106","2",,,,,,,"23/1/2026 14:19:38","23/1/2026 14:19:38"
"141","26/1/2026","30/1/2026 07:00:00","31/1/2026 07:00:00","trabajo  del 25 diciembre 2025","permisos/doc03135920260126092041.pdf",,"178","2","3",,,"3",,,"26/1/2026 16:39:27","26/1/2026 16:39:27"
"142","26/1/2026","23/1/2026 09:30:00","23/1/2026 13:30:00","CITA","permisos/doc03134720260126080738.pdf","anexa comprobante ","6","7","3",,,"3",,,"26/1/2026 16:53:52","26/1/2026 16:53:52"
"143","26/1/2026","24/1/2026 07:30:00","25/1/2026 07:30:00","por haber laborado 21 y 22 enero 2026","permisos/doc03135120260126080906.pdf","horas exras","138","2","3",,,"3",,,"26/1/2026 16:56:56","26/1/2026 16:56:56"
"144","26/1/2026","22/1/2026 12:50:00","22/1/2026 14:30:00","CITA","permisos/doc03135220260126080925.pdf","anexa constancia","173","7","3",,,"3",,,"26/1/2026 17:02:06","26/1/2026 17:02:06"
"145","27/1/2026","22/1/2026 15:00:00","22/1/2026 16:00:00","ASUNTOS PERSONALES","permisos/doc03137220260127094130.pdf",,"106","1","3",,,"3",,,"27/1/2026 15:59:06","27/1/2026 15:59:06"
"146","27/1/2026","24/1/2026 07:30:00","24/1/2026 00:30:00","ASUETO 2 DE NOVIEMBRE 2025","permisos/doc03137320260127094151.pdf",,"18","2","3",,,"3",,,"27/1/2026 16:02:08","27/1/2026 16:02:08"
"147","27/1/2026","9/2/2026 07:30:00","9/2/2026 18:00:00","ASUNTOS PERSONALES ",,,"89","1","3",,,"3",,,"27/1/2026 16:18:28","27/1/2026 16:18:28"
"148","27/1/2026","27/1/2026 14:30:00","28/1/2026 07:30:00","ASUETO 15 DE SEPTIEMBRE 2025","permisos/doc03137420260127094215.pdf",,"30","2","3",,,"3",,,"27/1/2026 17:10:53","27/1/2026 17:10:53"
"149","27/1/2026","29/1/2026 07:00:00","7/2/2026 00:00:00","ASUETO VACACIONES FIN DE AÑO 2025","permisos/doc03137520260127094240.pdf",,"84","2","3",,,"3",,,"27/1/2026 17:12:26","27/1/2026 17:12:26"
"150","27/1/2026","8/2/2026 00:00:00","8/2/2026 07:30:00","ASUNTOS PERSONALES ","permisos/doc03137620260127094304.pdf",,"84","1","3",,,"3",,,"27/1/2026 17:14:08","27/1/2026 17:14:08"
"151","27/1/2026","29/1/2026 07:00:00","7/2/2026 00:00:00","VACACIONES DE DICIEMBRE","permisos/doc03137720260127094323.pdf",,"74","2","3",,,"3",,,"27/1/2026 17:20:20","27/1/2026 17:20:20"
"152","27/1/2026","8/2/2026 00:00:00","8/2/2026 07:30:00","ASUNTOS PERSONALES ","permisos/doc03137820260127094346.pdf",,"74","1","3",,,"3",,,"27/1/2026 17:22:40","27/1/2026 17:22:40"
"153","27/1/2026","23/1/2026 07:00:00","23/1/2026 07:30:00","ASUNTOS PERSONALES ","permisos/doc03137920260127094409.pdf",,"78","1","3",,,"3",,,"27/1/2026 17:25:10","27/1/2026 17:25:10"
"154","27/1/2026","14/1/2026 14:00:00","14/1/2026 17:00:00","ASUNTOS PERSONALES ","permisos/doc03138120260127094448.pdf",,"162","1","3",,,"3",,,"27/1/2026 17:26:55","27/1/2026 17:26:55"
"155","27/1/2026","22/1/2026 07:30:00","22/1/2026 11:30:00","ASUNTOS PERSONALES ","permisos/doc03138220260127094509.pdf",,"13","1","3",,,"3",,,"27/1/2026 17:29:30","27/1/2026 17:29:30"
"156","27/1/2026","26/1/2026 06:00:00","26/1/2026 07:03:00","CITA","permisos/doc03138320260127094528.pdf",,"8","7","3",,,"3",,,"27/1/2026 17:31:47","27/1/2026 17:31:47"
"157","27/1/2026","23/1/2026 07:30:00","23/1/2026 14:30:00","ASUETO 1 DE ENERO 2025","permisos/doc03138420260127094553.pdf",,"10","2","3",,,"3",,,"27/1/2026 17:50:51","27/1/2026 17:50:51"
"158","27/1/2026","23/1/2026 14:30:00","23/1/2026 16:36:00","ASUNTOS PERSONALES ","permisos/doc03138520260127094618.pdf",,"10","1","3",,,"3",,,"27/1/2026 17:52:25","27/1/2026 17:52:25"
"159","27/1/2026","30/1/2026 07:30:00","7/2/2026 18:00:00","VACACIONES DE DICIEMBRE","permisos/doc03138620260127094642.pdf",,"56","2","3",,,"3",,,"27/1/2026 19:15:14","27/1/2026 19:15:14"
"160","27/1/2026","30/1/2026 07:30:00","7/2/2026 18:00:00","VACACIONES DE DICIEMBRE","permisos/doc03138720260127094707.pdf",,"67","2","3",,,"3",,,"27/1/2026 19:17:39","27/1/2026 19:17:39"
"161","27/1/2026","15/1/2026 07:30:00","16/1/2026 07:30:00","POR HABER LABORADORO DIA DE LICENCIA","permisos/doc03138820260127094730.pdf",,"17","2","3",,,"3",,,"27/1/2026 19:20:30","27/1/2026 19:20:30"
"162","27/1/2026","29/1/2026 18:00:00","6/2/2026 07:30:00","VACACIONES DE DICIEMBRE","permisos/doc03138920260127094752.pdf",,"87","2","3",,,"3",,,"27/1/2026 19:22:17","27/1/2026 19:22:17"
"163","27/1/2026","20/1/2026 20:00:00","20/1/2026 21:00:00","ASUETO 24/12/25","permisos/doc03139020260127094814.pdf",,"41","2","3",,,"3",,,"27/1/2026 19:24:20","27/1/2026 19:24:20"
"164","27/1/2026","29/1/2026 00:00:00","6/2/2026 07:30:00","VACACIONES DE DICIEMBRE","permisos/doc03139220260127094903.pdf",,"44","2","3",,,"3",,,"27/1/2026 19:26:36","27/1/2026 19:26:36"
"165","27/1/2026","28/1/2026 18:00:00","28/1/2026 23:59:00","ASUNTOS PERSONALES ","permisos/doc03139120260127094839.pdf",,"44","1","3","26","11/2/2026 16:44:52","3","162","11/2/2026 16:44:52","27/1/2026 19:27:58","11/2/2026 16:44:52"
"166","27/1/2026","29/1/2026 18:00:00","6/2/2026 07:30:00","VACACIONES DE DICIEMBRE","permisos/doc03139320260127094924.pdf",,"103","2","3",,,"3",,,"27/1/2026 19:36:58","27/1/2026 19:36:58"
"167","27/1/2026","24/1/2026 18:00:00","24/1/2026 23:58:00","ASUNTOS PERSONALES ","permisos/doc03139420260127094945.pdf",,"51","1","3",,,"3",,,"27/1/2026 19:38:22","27/1/2026 19:39:10"
"168","27/1/2026","25/1/2026 00:00:00","25/1/2026 07:30:00","CUMPLEAÑOS","permisos/doc03139520260127095010.pdf",,"51","3","3",,,"3",,,"27/1/2026 19:40:49","27/1/2026 19:40:49"
"169","27/1/2026","27/1/2026 05:00:00","27/1/2026 07:30:00","CITA","permisos/doc03139620260127095032.pdf",,"145","7","3",,,"3",,,"27/1/2026 20:23:24","27/1/2026 20:23:24"
"170","28/1/2026","27/1/2026 07:30:00","27/1/2026 09:50:00","ASUNTOS PERSONALES ","permisos/doc03142220260128082835.pdf",,"118","1","3",,,"3",,,"28/1/2026 15:06:41","28/1/2026 15:06:41"
"171","28/1/2026","27/1/2026 14:15:00","27/1/2026 17:00:00","EXTRAS DEL 19/1/2026","permisos/doc03142320260128082856.pdf","FRACCIONADO RESTAN 3:15 HRS ","173","2","3",,,"3",,,"28/1/2026 15:09:44","28/1/2026 15:09:44"
"172","28/1/2026","28/1/2026 07:30:00","28/1/2026 15:30:00","EXTRAS DEL 16/12/25, 22/01/26, 29/9/25, 30/9/25","permisos/doc03142420260128082936.pdf",,"188","2","3",,,"3",,,"28/1/2026 15:11:59","28/1/2026 15:11:59"
"173","28/1/2026","25/1/2026 07:30:00","26/1/2026 07:30:00","POR HABERSE PRESENTADO UN DIA  ANTES DE  VENCER SUS VACACIONES ANUALES","permisos/doc03142520260128082958.pdf",,"11","2","3",,,"3",,,"28/1/2026 15:14:30","28/1/2026 15:14:30"
"174","28/1/2026","4/2/2026 07:30:00","4/2/2026 23:59:00","ASUETO 25/12/25","permisos/doc03142620260128083019.pdf",,"33","2","3",,,"3",,,"28/1/2026 15:16:23","28/1/2026 15:16:23"
"175","28/1/2026","5/2/2026 00:00:00","5/2/2026 07:30:00","ASUETO 15 DE SEPTIEMBRE /25","permisos/doc03142720260128083039.pdf",,"33","2","3",,,"3",,,"28/1/2026 15:54:23","28/1/2026 15:54:23"
"176","28/1/2026","27/1/2026 17:00:00","27/1/2026 18:00:00","ASUNTOS PERSONALES ","permisos/doc03145420260128100511.pdf",,"47","1","3",,,"3",,,"28/1/2026 16:12:46","28/1/2026 16:12:46"
"177","28/1/2026","1/2/2026 07:30:00","1/2/2026 14:30:00","ASUETO 1 DE ENERO 2025","permisos/doc03145520260128100532.pdf",,"121","2","3",,,"3",,,"28/1/2026 16:15:02","28/1/2026 16:15:02"
"178","28/1/2026","30/1/2026 13:00:00","30/1/2026 15:30:00","extras  11/1/2026","permisos/doc03146420260128131200.pdf",,"183","2","3","184","28/1/2026 21:43:20","3","184","28/1/2026 21:44:33","28/1/2026 19:18:43","28/1/2026 21:44:33"
"179","29/1/2026","1/2/2026 07:30:00","23/2/2026 09:30:00","ASUNTOS PERSONALES ","permisos/doc03146720260129082312.pdf",,"14","1","3","17","29/1/2026 15:28:39","3","162","29/1/2026 15:28:39","29/1/2026 15:28:39","29/1/2026 15:28:39"
"180","29/1/2026","30/1/2026 07:30:00","30/1/2026 09:30:00","ASUNTOS PERSONALES ","permisos/doc03146820260129082336.pdf",,"31","1","3","26","29/1/2026 15:31:41","3","162","29/1/2026 15:31:41","29/1/2026 15:31:41","29/1/2026 15:31:41"
"181","29/1/2026","30/1/2026 09:30:00","30/1/2026 14:30:00","ASUETO 2 DE NOVIEMBRE 2025","permisos/doc03146920260129082401.pdf",,"31","2","3","26","29/1/2026 15:33:44","3","162","29/1/2026 15:33:44","29/1/2026 15:33:44","29/1/2026 15:33:44"
"182","29/1/2026","31/1/2026 14:30:00","31/1/2026 07:30:00","ASUETO 25 DICIEMBRE","permisos/doc03147020260129082430.pdf",,"31","2","3","26","29/1/2026 15:38:53","3","162","29/1/2026 15:38:53","29/1/2026 15:38:53","29/1/2026 15:38:53"
"183","29/1/2026","28/1/2026 15:00:00","28/1/2026 18:00:00","ASUNTOS PERSONALES ","permisos/doc03147120260129082454.pdf",,"94","1","3","26","29/1/2026 15:40:57","3","162","29/1/2026 15:40:57","29/1/2026 15:40:57","29/1/2026 15:40:57"
"184","29/1/2026","3/2/2026 08:00:00","3/2/2026 16:00:00","ASUETO 31 DE DICIEMBRE 2025","permisos/doc03147220260129082515.pdf",,"109","2","3","8","29/1/2026 15:44:15","3","162","29/1/2026 15:44:15","29/1/2026 15:44:15","29/1/2026 15:44:15"
"185","29/1/2026","28/1/2026 08:00:00","28/1/2026 14:37:00","CITA","permisos/doc03147320260129082539.pdf",,"109","7","3","26","29/1/2026 15:46:06","3","162","29/1/2026 15:46:06","29/1/2026 15:46:06","29/1/2026 16:24:47"
"186","29/1/2026","30/1/2026 16:30:00","31/1/2026 07:30:00","ASUETO 15 DE SEPTIEMBRE /25","permisos/doc03147420260129082606.pdf",,"26","2","3","162","29/1/2026 15:48:54","3","162","29/1/2026 15:48:54","29/1/2026 15:48:54","29/1/2026 15:48:54"
"187","29/1/2026","30/1/2026 14:30:00","31/1/2026 07:30:00","ASUETO 25 DICIEMBRE ","permisos/doc03148220260129100432.pdf",,"153","2","3","151","29/1/2026 16:26:50","3","151","29/1/2026 16:26:50","29/1/2026 16:26:50","29/1/2026 16:26:50"
"188","30/1/2026","2/2/2026 08:00:00","2/2/2026 17:00:00","ASUNTOS PERSONALES ","permisos/doc03151020260130085544.pdf",,"155","1","3","159","30/1/2026 14:58:30","3","151","30/1/2026 14:58:30","30/1/2026 14:58:30","30/1/2026 14:58:30"
"189","30/1/2026","12/2/2026 00:00:00","12/2/2026 07:30:00","asueto 25 diciembre ","permisos/doc03151120260130085603.pdf",,"172","2","3","163","30/1/2026 15:01:03","3","163","30/1/2026 15:01:03","30/1/2026 15:01:03","30/1/2026 15:01:03"
"190","30/1/2026","2/2/2026 07:00:00","2/2/2026 14:00:00","asueto 25 diciembre ","permisos/doc03151220260130085627.pdf",,"180","2","3","184","30/1/2026 15:03:54","3","184","30/1/2026 15:03:54","30/1/2026 15:03:54","30/1/2026 15:03:54"
"191","30/1/2026","30/1/2026 14:00:00","30/1/2026 15:30:00","ASUNTOS PERSONALES ","permisos/doc03152320260130125002.pdf",,"189","1","3","184","30/1/2026 18:54:54","3","184","30/1/2026 18:54:54","30/1/2026 18:54:54","30/1/2026 18:54:54"
"192","30/1/2026","30/1/2026 13:00:00","30/1/2026 15:30:00","extras del 27/1/2026","permisos/doc03152420260130125020.pdf",,"187","2","3","184","30/1/2026 18:56:59","3","184","30/1/2026 18:56:59","30/1/2026 18:56:59","30/1/2026 18:56:59"
"193","2/2/2026","25/1/2026 00:30:00","25/1/2026 07:30:00","ASUETO 25 DE DICIEMBRE ","permisos/doc03155020260202100826.pdf",,"18","2","3","17","2/2/2026 17:54:22","3","162","2/2/2026 17:54:22","2/2/2026 17:54:22","2/2/2026 17:54:22"
"194","2/2/2026","30/1/2026 14:00:00","30/1/2026 16:30:00","ASUNTOS PERSONALES ","permisos/doc03155120260202100846.pdf",,"26","1","3","162","2/2/2026 17:57:21","3","162","2/2/2026 17:57:21","2/2/2026 17:57:21","2/2/2026 17:57:21"
"195","2/2/2026","30/1/2026 16:30:00","30/1/2026 18:00:00","ASUNTOS PERSONALES ","permisos/doc03155120260202100846.pdf",,"111","1","3","26","2/2/2026 19:14:01","3","162","2/2/2026 19:14:01","2/2/2026 19:14:01","2/2/2026 19:14:01"
"196","2/2/2026","29/1/2026 14:00:00","29/1/2026 15:00:00","ASUNTOS PERSONALES ","permisos/doc03155320260202101007.pdf",,"105","1","3","17","2/2/2026 19:15:58","3","162","2/2/2026 19:15:58","2/2/2026 19:15:58","2/2/2026 19:15:58"
"197","2/2/2026","10/2/2026 18:00:00","19/1/2026 07:30:00","VACACIONES DE DICIEMBRE","permisos/doc03155420260202101026.pdf",,"89","2","3","17","2/2/2026 19:18:08","3","162","2/2/2026 19:18:08","2/2/2026 19:18:08","2/2/2026 19:18:08"
"198","2/2/2026","10/2/2026 18:00:00","19/2/2026 00:00:00","VACACIONES DE DICIEMBRE","permisos/doc03155520260202101046.pdf",,"95","2","3","17","2/2/2026 19:19:52","3","162","2/2/2026 19:19:52","2/2/2026 19:19:52","2/2/2026 19:19:52"
"199","2/2/2026","29/1/2026 08:45:00","29/1/2026 12:15:00","CITA","permisos/doc03155620260202101107.pdf",,"107","7","3","17","2/2/2026 19:21:54","3","162","2/2/2026 19:21:54","2/2/2026 19:21:54","2/2/2026 19:21:54"
"200","2/2/2026","30/1/2026 15:00:00","30/1/2026 18:00:00","CITA","permisos/doc03155720260202101127.pdf",,"54","7","3","26","2/2/2026 19:25:03","3","162","2/2/2026 19:25:03","2/2/2026 19:25:03","2/2/2026 19:25:03"
"201","2/2/2026","31/1/2026 18:00:00","31/1/2026 00:00:00","ASUNTOS PERSONALES ","permisos/doc03155820260202101151.pdf",,"57","1","3","17","2/2/2026 19:26:34","3","162","2/2/2026 19:26:34","2/2/2026 19:26:34","2/2/2026 19:26:34"
"202","2/2/2026","1/2/2026 00:00:00","1/1/2026 07:30:00","CUMPLEAÑOS","permisos/doc03155920260202101219.pdf",,"57","3","3","17","2/2/2026 19:28:14","3","162","2/2/2026 19:28:14","2/2/2026 19:28:14","2/2/2026 19:28:14"
"203","2/2/2026","30/1/2026 15:30:00","30/1/2026 18:00:00","ASUNTOS PERSONALES ","permisos/doc03156020260202101239.pdf",,"52","1","3","26","2/2/2026 19:29:50","3","162","2/2/2026 19:29:50","2/2/2026 19:29:50","2/2/2026 19:29:50"
"204","2/2/2026","30/1/2026 13:30:00","28/1/2026 15:30:00","ASUNTOS PERSONALES ","permisos/doc03156620260202134710.pdf",,"157","1","5","96","2/2/2026 20:25:26","3","151","2/2/2026 20:25:26","2/2/2026 20:25:26","2/2/2026 20:25:26"
"205","2/2/2026","30/1/2026 13:30:00","30/1/2026 15:30:00","ASUNTOS PERSONALES ","permisos/doc03156720260202134732.pdf",,"5","2","3","151","2/2/2026 20:27:48","3","151","2/2/2026 20:27:48","2/2/2026 20:27:48","2/2/2026 20:27:48"
"206","2/2/2026","5/2/2026 07:30:00","5/2/2026 10:30:00","ASUTO 5 DE AGOSTO 2025","permisos/doc03156820260202134753.pdf",,"125","2","3","151","2/2/2026 20:31:45","3","151","2/2/2026 20:31:45","2/2/2026 20:31:45","2/2/2026 20:31:45"
"207","2/2/2026","29/1/2026 14:45:00","29/1/2026 15:30:00","FISIOTERAPIA","permisos/LUIS.pdf",,"174","7","3","163","2/2/2026 20:50:50","3","151","2/2/2026 20:50:50","2/2/2026 20:50:50","2/2/2026 20:50:50"
"208","2/2/2026","30/1/2026 14:45:00","30/1/2026 15:30:00","FISIOTERAPIA","permisos/LUIS.pdf",,"174","7","3","163","2/2/2026 20:52:31","3","151","2/2/2026 20:52:31","2/2/2026 20:52:31","2/2/2026 20:52:31"
"209","2/2/2026","4/2/2026 14:45:00","4/1/2026 15:30:00","FISIOTERAPIA","permisos/LUIS.pdf",,"174","7","3","163","2/2/2026 20:54:18","3","151","2/2/2026 20:54:18","2/2/2026 20:54:18","2/2/2026 20:54:18"
"210","2/2/2026","6/2/2026 14:45:00","6/2/2026 15:30:00","FISIOTERAPIA","permisos/LUIS.pdf",,"174","7","3","163","2/2/2026 20:56:38","3","151","2/2/2026 20:56:38","2/2/2026 20:56:38","2/2/2026 20:56:38"
"211","2/2/2026","11/2/2026 14:45:00","11/2/2026 15:30:00","FISIOTERAPIA","permisos/LUIS.pdf",,"174","7","3","163","2/2/2026 20:58:24","3","151","2/2/2026 20:58:24","2/2/2026 20:58:24","2/2/2026 20:58:24"
"212","2/2/2026","12/2/2026 14:45:00","12/2/2026 15:30:00","FISIOTERAPIA","permisos/LUIS.pdf",,"174","7","3","163","2/2/2026 21:06:36","3","151","2/2/2026 21:06:36","2/2/2026 21:06:36","2/2/2026 21:06:36"
"213","2/2/2026","13/2/2026 14:45:00","13/2/2026 15:30:00","FISIOTERAPIA","permisos/LUIS.pdf",,"174","7","3","163","2/2/2026 21:08:02","3","151","2/2/2026 21:08:02","2/2/2026 21:08:02","2/2/2026 21:08:02"
"214","2/2/2026","18/2/2026 14:45:00","18/2/2026 15:30:00","FISIOTERAPIA","permisos/LUIS.pdf",,"174","7","3","163","2/2/2026 21:10:31","3","151","2/2/2026 21:10:31","2/2/2026 21:10:31","2/2/2026 21:10:31"
"215","2/2/2026","19/2/2026 14:45:00","19/2/2026 15:30:00","FISIOTERAPIA","permisos/LUIS.pdf",,"174","7","3","163","2/2/2026 21:12:05","3","151","2/2/2026 21:12:05","2/2/2026 21:12:05","2/2/2026 21:12:05"
"216","3/2/2026","20/2/2026 14:45:00","20/2/2026 15:30:00","FISIOTERAPIA","permisos/LUIS.pdf",,"174","7","3","163","3/2/2026 14:03:26","3","162","3/2/2026 14:03:26","3/2/2026 14:03:26","3/2/2026 14:03:26"
"217","3/2/2026","25/2/2026 14:45:00","25/2/2026 15:30:00","FISIOTERAPIA","permisos/LUIS.pdf",,"174","7","3","163","3/2/2026 14:17:58","3","162","3/2/2026 14:17:58","3/2/2026 14:17:58","3/2/2026 14:17:58"
"218","3/2/2026","26/2/2026 14:45:00","26/2/2026 15:30:00","FISIOTERAPIA","permisos/LUIS.pdf",,"174","7","3","163","3/2/2026 14:19:20","3","162","3/2/2026 14:19:20","3/2/2026 14:19:20","3/2/2026 14:19:20"
"219","3/2/2026","27/2/2026 14:45:00","27/2/2026 15:30:00","FISIOTERAPIA","permisos/LUIS.pdf",,"174","7","3","163","3/2/2026 14:21:24","3","162","3/2/2026 14:21:24","3/2/2026 14:21:24","3/2/2026 14:21:24"
"220","3/2/2026","4/3/2026 14:45:00","4/3/2026 15:30:00","FISIOTERAPIA","permisos/LUIS.pdf",,"174","7","3","163","3/2/2026 14:23:51","3","162","3/2/2026 14:23:51","3/2/2026 14:23:51","3/2/2026 14:23:51"
"221","3/2/2026","5/3/2026 14:45:00","5/3/2026 15:30:00","FISIOTERAPIA","permisos/LUIS.pdf",,"174","7","3","163","3/2/2026 14:25:22","3","162","3/2/2026 14:25:22","3/2/2026 14:25:22","3/2/2026 14:25:22"
"222","3/2/2026","6/3/2026 14:45:00","6/3/2026 15:30:00","FISIOTERAPIA","permisos/LUIS.pdf",,"174","7","3","163","3/2/2026 14:27:01","3","151","3/2/2026 14:27:01","3/2/2026 14:27:01","3/2/2026 14:27:01"
"223","3/2/2026","11/3/2026 14:45:00","11/3/2026 15:30:00","FISIOTERAPIA","permisos/LUIS.pdf",,"174","7","3","163","3/2/2026 14:29:13","3","151","3/2/2026 14:29:13","3/2/2026 14:29:13","3/2/2026 14:29:13"
"224","3/2/2026","12/3/2026 14:45:00","12/3/2026 15:30:00","FISIOTERAPIA","permisos/LUIS.pdf",,"174","7","3","163","3/2/2026 14:31:33","3","151","3/2/2026 14:31:33","3/2/2026 14:31:33","3/2/2026 14:31:33"
"225","3/2/2026","13/3/2026 14:45:00","13/3/2026 15:30:00","FISIOTERAPIA","permisos/LUIS.pdf",,"174","7","3","163","3/2/2026 14:33:25","3","151","3/2/2026 14:33:25","3/2/2026 14:33:25","3/2/2026 14:33:25"
"226","4/2/2026","5/2/2026 07:30:00","5/2/2026 15:30:00","ASUETO 2 DE ENERO 2026","permisos/doc03160220260204091302.pdf",,"174","2","3","165","4/2/2026 16:24:18","3","163","4/2/2026 16:24:18","4/2/2026 16:24:18","4/2/2026 16:24:18"
"227","4/2/2026","9/2/2026 07:30:00","9/2/2026 11:00:00","ASUNTOS PERSONALES ","permisos/doc03160120260204091232.pdf",,"91","1","3","18","4/2/2026 16:26:11","3","162","4/2/2026 16:26:11","4/2/2026 16:26:11","4/2/2026 16:26:11"
"228","4/2/2026","7/2/2026 18:00:00","8/2/2026 02:00:00","ASUETO 31 DICIEMBRE 2025","permisos/doc03159920260204091145.pdf",,"107","2","3","18","4/2/2026 16:28:17","3","162","4/2/2026 16:28:17","4/2/2026 16:28:17","4/2/2026 16:32:44"
"229","4/2/2026","8/2/2026 02:00:00","8/2/2026 07:30:00","ASUNTOS PERSONALES ","permisos/doc03160020260204091211.pdf",,"107","1","3","18","4/2/2026 16:30:00","3","162","4/2/2026 16:30:00","4/2/2026 16:30:00","4/2/2026 16:30:00"
"230","4/2/2026","7/2/2026 13:00:00","7/2/2026 20:30:00","ASUETO 25 DICIEMBRE/25","permisos/doc03159820260204091121.pdf",,"134","2","3","116","4/2/2026 16:36:03","3","151","4/2/2026 16:36:03","4/2/2026 16:36:03","4/2/2026 16:36:03"
